ident,gtdb_representative,superkingdom,phylum,class,order,family,genus,species
GCA_027013395.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Desulfurococcaceae,g__JAADCY01,s__JAADCY01 sp027022365
GCA_016187395.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__GW2011-AR5,f__JACRAC01,g__JACPJV01,s__JACPJV01 sp016187395
GCA_027374355.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Sysuiplasmatales,f__Sysuiplasmataceae,g__Sysuiplasma,s__Sysuiplasma jiujiangense
GCA_009994485.1,f,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__CSSED10-239,f__CSSED10-239,g__Forterrea,s__Forterrea multitransposorum
GCA_023140175.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__WJIZ01,g__WJIZ01,s__WJIZ01 sp023140175
GCA_021798355.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Parvarchaeum,s__Parvarchaeum sp021798355
GCA_018672175.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp018667575
GCA_003650545.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__B72-G16,g__B72-G16,s__B72-G16 sp003650545
GCA_027013765.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__S012-22,s__S012-22 sp027013765
GCA_027367125.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Cuniculiplasma,s__Cuniculiplasma sp021816745
GCA_027316315.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__UBA447,s__UBA447 sp002503205
GCA_004524545.1,t,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__MK-D1,g__AMARA-1,s__AMARA-1 sp004524545
GCA_029459885.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA57,g__B1T1B5,s__B1T1B5 sp027295865
GCA_002497315.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O5,s__MGIIb-O5 sp002730095
GCA_029258795.1,t,d__Archaea,p__EX4484-52,c__EX4484-52,o__EX4484-52,f__WAPT01,g__WAPT01,s__WAPT01 sp029258795
GCA_030599585.1,t,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__SOKP01,s__SOKP01 sp030599585
GCA_016839265.1,t,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeales,f__Odinarchaeaceae,g__Odinarchaeum,s__Odinarchaeum sp016839265
GCA_021628965.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp905187815
GCA_003164295.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp003164295
GCA_025960485.1,f,d__Archaea,p__Asgardarchaeota,c__Heimdallarchaeia,o__Heimdallarchaeales,f__Heimdallarchaeaceae,g__18H4-34,s__18H4-34 sp023705985
GCA_003021085.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__PXRE01,g__PXRE01,s__PXRE01 sp003021085
GCA_022450565.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopelagicus,s__Nitrosopelagicus sp022450565
GCA_013330455.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__UBA12501,g__UBA12501,s__UBA12501 sp10192u
GCA_027460615.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanoperedenaceae,g__Methanoperedens,s__Methanoperedens sp027460615
GCA_002710015.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-K1,s__MGIIa-K1 sp002710015
GCA_018667675.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp018662825
GCA_029985575.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum faecipullorum
GCA_012961645.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanogasteraceae,g__Methanogaster,s__Methanogaster sp012961645
GCA_018658785.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopelagicus,s__Nitrosopelagicus sp018647405
GCA_016931175.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Tiddalikarchaeales,f__Tiddalikarchaeaceae,g__CG07-land,s__CG07-land sp016931175
GCA_946528255.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp946528255
GCA_020056045.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__CABMGE01,s__CABMGE01 sp020056045
GCA_021817005.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Marsarchaeales,f__Marsarchaeaceae,g__JAKAWJ01,s__JAKAWJ01 sp021817005
GCA_003554465.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__PWGL01,s__PWGL01 sp003554465
GCA_002501985.1,f,d__Archaea,p__Undinarchaeota,c__Undinarchaeia,o__Undinarchaeales,f__Undinarchaeaceae,g__Undinarchaeum,s__Undinarchaeum sp002687935
GCA_903926075.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__CAIYHQ01,s__CAIYHQ01 sp903926075
GCA_010030375.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotenuis,s__Nitrosotenuis sp010028495
GCA_018303945.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JAGVXD01,s__JAGVXD01 sp018303945
GCA_027014105.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Desulfurococcaceae,g__WAON01,s__WAON01 sp027002875
GCA_027379675.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAFX01,s__JAKAFX01 sp021785735
GCA_027377115.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021791335
GCA_002762915.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__21-14-0-10-32-9,g__21-14-0-10-32-9,s__21-14-0-10-32-9 sp002762915
GCA_015063235.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp015063235
GCA_902514485.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp902514485
GCA_023266895.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__JAHFOI01,s__JAHFOI01 sp023266895
GCF_000979655.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_013328985.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR4,g__GW2011-AR11,s__GW2011-AR11 sp12027u
GCA_026127935.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__GCA-001856825,s__GCA-001856825 sp026127935
GCA_022572765.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp013390905
GCA_029548345.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanolinea_A,s__Methanolinea_A sp030019395
GCA_002509745.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__UBA349,s__UBA349 sp002509745
GCA_030016755.1,t,d__Archaea,p__Hadarchaeota,c__Hadarchaeia,o__Hadarchaeales,f__Hadarchaeaceae,g__JASEJC01,s__JASEJC01 sp030016755
GCA_027376415.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__JAJYEA01,s__JAJYEA01 sp021809545
GCA_027370295.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__JAJZLM01,s__JAJZLM01 sp021802105
GCF_002215305.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi
GCA_016840385.1,t,d__Archaea,p__Asgardarchaeota,c__Thorarchaeia,o__Thorarchaeales,f__Thorarchaeaceae,g__MP8T-1,s__MP8T-1 sp016840385
GCA_903828975.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__CAIKOD01,s__CAIKOD01 sp903828975
GCA_002497385.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L3,s__MGIIa-L3 sp002722135
GCA_018670175.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp002494975
GCA_030747325.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__UBA8886,s__UBA8886 sp002509165
GCF_001315825.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera hakonensis
GCA_027333045.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYW01,s__JAMCYW01 sp021792395
GCA_027375555.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Ferroplasma,s__Ferroplasma acidarmanus
GCA_937897875.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp937897875
GCA_027314465.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZNA01,s__JAJZNA01 sp027314465
GCA_031283015.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,s__Methanoplasma sp031283015
GCF_002727095.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense
GCA_026014805.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__SOJC01,g__JAGLZW01,s__JAGLZW01 sp026014805
GCA_003601785.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__PIYA01,s__PIYA01 sp003601785
GCA_018304325.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__MNVX01,s__MNVX01 sp018304325
GCF_000979455.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina sp000979455
GCA_027346305.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Cuniculiplasma,s__Cuniculiplasma sp021794355
GCA_029250325.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp029250305
GCA_027337625.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYB01,s__JAMCYB01 sp021827525
GCA_902772665.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp902772665
GCA_017613335.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__Methanimicrococcus sp017613335
GCA_003551945.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halovenus,s__Halovenus sp003551945
GCA_030748895.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__UBA8886,s__UBA8886 sp002509165
GCA_023484115.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__B-DKE,s__B-DKE sp021793945
GCA_026396375.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,f__J096,g__JAPLWW01,s__JAPLWW01 sp026396375
GCA_027376985.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021791335
GCA_020029155.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__TA-21,s__TA-21 sp014523495
GCA_015520895.1,t,d__Archaea,p__EX4484-52,c__EX4484-52,o__EX4484-52,f__JAADEF01,g__JAADEF01,s__JAADEF01 sp015520895
GCA_016930995.1,t,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SM1-50,s__SM1-50 sp016930995
GCF_000979825.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_029784735.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Conexivisphaerales,f__DTJL01,g__JAKAPW01,s__JAKAPW01 sp021811935
GCA_018812465.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__UBA12501,g__WJJV01,s__WJJV01 sp018812465
GCF_014646555.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermoproteales,f__Thermocladiaceae,g__Vulcanisaeta,s__Vulcanisaeta souniana
GCA_027374835.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Parvarchaeum,s__Parvarchaeum sp021802505
GCF_002214485.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus pacificus
GCA_029861585.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp029860565
GCA_027316645.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Cuniculiplasma,s__Cuniculiplasma sp027316895
GCF_000529525.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A oralis
GCA_002784265.1,f,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__CG10238-14,f__CG10238-14,g__CG10238-14,s__CG10238-14 sp002789635
GCA_016214785.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__SG8-5,f__JACRNV01,g__JACRNV01,s__JACRNV01 sp016214785
GCA_031254265.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,s__Methanoplasma sp031254265
GCA_949297345.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp949295765
GCA_018824025.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GCA-2686295,g__JAHIUF01,s__JAHIUF01 sp018817005
GCA_945920245.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanomethylophilus,s__Methanomethylophilus alvus
GCA_002495445.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_A,s__Methanobacterium_A sp002494495
GCA_018920365.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__CG10238-14,f__CG10238-14,g__JAHLMN01,s__JAHLMN01 sp018920365
GCA_027363255.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJYWY01,s__JAJYWY01 sp021791245
GCA_030749685.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__UBA8886,s__UBA8886 sp002731905
GCA_003650675.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermofilales,f__B20-G17,g__B67-G16,s__B67-G16 sp003650675
GCA_027373435.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOT01,s__JAJZOT01 sp021820245
GCA_002686315.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR9,g__UBA11998,s__UBA11998 sp002686315
GCA_028692325.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanomethylophilus,s__Methanomethylophilus sp002495325
GCA_024278375.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__WALJ01,f__WALJ01,g__WALJ01,s__WALJ01 sp024278375
GCA_013821245.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus,s__Nitrosocosmicus sp013821245
GCA_028714235.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Fermentimicrarchaeales,f__Fermentimicrarchaeaceae,g__JAQTMQ01,s__JAQTMQ01 sp028714235
GCA_023268255.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria_A,o__Caldarchaeales,f__Wolframiiraptoraceae,g__Wolframiiraptor,s__Wolframiiraptor sinensis
GCA_028692575.1,f,d__Archaea,p__Halobacteriota,c__UBA148,o__UBA148,f__UBA148,g__UBA148,s__UBA148 sp028715985
GCA_021155845.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__JAJNBK01,s__JAJNBK01 sp021155845
GCA_002692625.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__Poseidonia,s__Poseidonia sp002725275
GCA_030630885.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__WJKV01,g__JAGLWF01,s__JAGLWF01 sp023133595
GCA_030651815.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanoregula,s__Methanoregula sp030651815
GCA_016215315.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__JACRKG01,s__JACRKG01 sp016215315
GCA_027374455.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Sysuiplasmatales,f__Sysuiplasmataceae,g__Sysuiplasma,s__Sysuiplasma jiujiangense
GCF_020097815.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus salinisoli
GCA_029986675.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum sp017387505
GCA_950068485.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__Thalassarchaeum,s__Thalassarchaeum betae_A
GCA_009937205.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp009937205
GCF_010706455.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_002763105.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__MNVX01,s__MNVX01 sp001872185
GCA_027038805.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__WANQ01,g__JALWGO01,s__JALWGO01 sp027038805
GCA_027078475.1,t,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__Korarchaeaceae,g__WALU01,s__WALU01 sp027078475
GCA_030037265.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__JAKIWV01,s__JAKIWV01 sp030037265
GCA_002792055.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__CG1-02-33-12,g__CG1-02-33-12,s__CG1-02-33-12 sp002762865
GCA_027381855.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__JAJYEA01,s__JAJYEA01 sp021809545
GCA_009786255.1,f,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp009787585
GCA_028355485.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp000246735
GCA_029856235.1,t,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__SOKP01,s__SOKP01 sp029856235
GCA_012798335.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__RBG-13-33-26,s__RBG-13-33-26 sp012798335
GCA_003551265.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halovenus,s__Halovenus sp003551265
GCA_018812505.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GCA-2686295,g__GCA-2686295,s__GCA-2686295 sp018812505
GCA_019323055.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__WJKI01,s__WJKI01 sp019322995
GCA_027249935.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O5,s__MGIIb-O5 sp002718995
GCF_000336755.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax elongans
GCA_007128455.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__PWHV01,s__PWHV01 sp003557905
GCA_020029195.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__TA-21,s__TA-21 sp014523495
GCA_020736935.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__Methanocrinis,s__Methanocrinis harundinacea_D
GCA_029786175.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,s__UBA183 sp021827865
GCA_017516365.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum sp017408885
GCA_027370945.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__JAMCRB01,s__JAMCRB01 sp021810345
GCA_002688875.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__ARS1285,s__ARS1285 sp002688875
GCA_018816395.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__JAFCDX01,g__JAHIVQ01,s__JAHIVQ01 sp018816585
GCA_030624445.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__JAFGSV01,g__JAUXKD01,s__JAUXKD01 sp030624445
GCA_021826925.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAYB01,s__JAKAYB01 sp021826925
GCA_002726845.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L2,s__MGIIa-L2 sp002726845
GCA_019057955.1,f,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__SOKP01,s__SOKP01 sp005222975
GCA_002790315.1,f,d__Archaea,p__Huberarchaeota,c__Huberarchaeia,o__Huberarchaeales,f__Huberarchaeaceae,g__Huberarchaeum,s__Huberarchaeum crystalense
GCA_030539595.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum sp030539595
GCA_030044805.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__CADDZS01,g__CADDZS01,s__CADDZS01 sp030036955
GCA_002496855.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanolinea_A,s__Methanolinea_A sp002506105
GCA_018664525.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR15,g__GW2011-AR15,s__GW2011-AR15 sp018657065
GCA_030539955.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter sp900314635
